Timestamp,Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm),signal_quality
2025-09-15 21:52:06,Pataliputra,25.72900221,85.12084335,-88.6353921,25.460895888503,1.588897784,138.5097729,LTE,-85.12402539,-97.05078207,-90.61843562,Unknown
2025-09-15 21:52:06,Fraser Road,25.55560936,85.26554176,-88.78220352,0.026307294187255525,9.392683868,75.56711994,4G,-88.76704057,-94.79072763,-87.88241994,Unknown
2025-09-15 21:52:06,Patliputra Colony,25.6246223,85.14489697,-88.97117004,10.458189568145205,5.122858603,76.85412136,4G,-90.70465762,-94.83182502,-90.34191254,Unknown
2025-09-15 21:52:06,Rajendra Nagar,25.69898134,85.19394132,-79.65612677,92.65768916290176,1.116387191,191.5213728,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:52:06,Bailey Road,25.68217001,85.19489755,-98.38707834,35.871146058772794,13.66559221,44.21842336,5G,-96.35049974,-106.0162092,-100.8000734,Unknown
2025-09-15 21:52:06,Gandhi Maidan,25.47077801,85.10644997,-85.60737258,73.72316335538505,2.171551163,194.0230241,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:52:06,Rajendra Nagar,25.65077154,85.14411689,-94.69551696,77.71174379269205,65.64284959,23.4621686,5G,-93.13829061,-102.7685339,-93.60583495,Unknown
2025-09-15 21:52:06,S.K. Puri,25.47373674,85.07538848,-103.9383581,4.269473858086304,79.87716647,23.63214161,5G,-99.6307848,-109.6462943,-104.3643939,Unknown
2025-09-15 21:52:06,Kidwaipuri,25.51604846,84.98010977,-94.88228042,91.1629987600323,2.146875776,163.1837212,LTE,-95.3978252,-103.4162266,-95.91029314,Unknown
2025-09-15 21:52:06,Gardanibagh,25.70425662,85.01557056,-89.02013372,70.86393282702888,3.509341045,91.09300296,4G,-86.95771144,-98.61338981,-91.51110743,Unknown
2025-09-15 21:52:06,Anandpuri,25.69145718,85.07264033,-97.53471588,84.68926436856896,49.100666,20.14728695,5G,-98.48269501,-104.6773508,-96.08887271,Unknown
2025-09-15 21:52:06,Boring Canal Road,25.53501143,85.2578581,-89.10363007,41.773041271972524,1.147593129,155.3854284,LTE,-84.41060472,-96.48814085,-88.32723824,Unknown
2025-09-15 02:25:48,Patliputra Colony,25.50170262,85.0840042,-89.9496304,5.623032761789881,1.72069019,125.9949863,LTE,-90.41722193,-99.78805064,-91.27104935,Unknown
2025-09-15 05:33:00,Kumhrar,25.57327876,85.15804183,-83.97815425,2.110955742229903,1.75347794,174.95783,3G,0.0,0.0,0.0,Unknown
2025-09-15 08:40:18,Kankarbagh,25.60091056,84.98462894,-95.06888978,19.82404983363707,32.26132916,28.02176541,5G,-98.77729562,-100.2986346,-94.43184197,Unknown
2025-09-15 11:47:30,Pataliputra,25.74431176,85.23083312,-100.1019162,23.817353921227447,12.59044087,40.20549023,5G,-98.89882072,-106.5815174,-101.8241313,Unknown
2025-09-15 14:54:42,Ashok Rajpath,25.43893442,85.17811927,-85.80728331,20.889370487995727,1.984232586,125.8244388,3G,0.0,0.0,0.0,Unknown
2025-09-15 18:01:54,Phulwari Sharif,25.42684606,85.12153953,-91.78673388,85.75732153554941,1.081737233,116.8935063,LTE,-94.00083049,-100.9016815,-94.25451868,Unknown
2025-09-15 21:09:06,Pataliputra,25.62679951,85.04888047,-86.42701404,77.79871620797259,2.194556165,198.6256996,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:09:06,Bailey Road,25.47641965,85.11313913,-93.53166988,27.813460272827072,26.40554906,32.55860368,5G,-90.12457002,-103.0856482,-93.3196565,Unknown
2025-09-15 21:09:06,Kankarbagh,25.52823026,85.05166311,-91.95507929,22.242053821301322,4.710472088,74.91238489,4G,-93.65159448,-97.28662018,-94.90987312,Unknown
2025-09-15 21:09:06,Ashok Rajpath,25.70536483,85.11599116,-82.81934177,51.96610779154584,2.641722946,171.8457271,LTE,-82.46897445,-90.43624435,-80.78784642,Unknown
2025-09-15 21:09:06,Phulwari Sharif,25.6548263,85.16314568,-90.29803059,79.08369373266291,1.403460925,168.4571548,LTE,-94.41934947,-99.60390672,-93.28176519,Unknown
2025-09-15 21:09:06,Boring Road,25.45603305,85.06782614,-87.68278625,96.52222133052204,2.50100385,179.9537131,LTE,-84.43145949,-96.75076132,-89.26863578,Unknown
2025-09-15 21:09:06,Patliputra Colony,25.48690592,85.10751143,-88.01083289,32.75626284962625,1.458050782,154.2849311,LTE,-88.69555146,-96.34675396,-86.62753807,Unknown
2025-09-15 21:09:06,Fraser Road,25.70627418,85.02788749,-84.73889432,36.03167949726818,1.757643131,145.7000219,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:09:06,Kumhrar,25.65835235,85.09594129,-93.78936552,44.12783670391338,4.591456881,71.17984312,4G,-95.91006936,-100.7146142,-91.31825107,Unknown
2025-09-15 21:09:06,Boring Canal Road,25.63581647,85.15962772,-93.95841928,29.646389676072193,9.893888393,91.94490432,4G,-97.71179247,-99.35420987,-91.73904111,Unknown
2025-09-15 21:09:06,Anandpuri,25.53358947,85.22432964,-90.50314768,4.217289689362302,9.429183075,79.35341121,4G,-95.17468098,-95.93940037,-92.01378902,Unknown
2025-09-15 21:09:06,Anisabad,25.64658703,85.13656904,-88.18077482,42.686303084242624,1.794636231,142.6788905,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:09:06,Anandpuri,25.75144497,85.08219492,-94.47178063,16.25376129418703,1.544603709,189.743041,LTE,-94.20599596,-100.4680318,-91.59819201,Unknown
2025-09-15 01:42:48,Danapur,25.66522971,85.18889829,-89.94799797,48.47262925578145,2.613700298,196.2649319,LTE,-85.50390072,-99.24258873,-90.50964412,Unknown
2025-09-15 04:50:00,Gandhi Maidan,25.5007208,85.07809673,-89.75372552,87.41140289731068,2.661309013,134.5192145,LTE,-87.01538029,-97.93993604,-87.5873174,Unknown
2025-09-15 07:57:12,Exhibition Road,25.62822156,85.07984583,-85.58789893,97.35758184244885,2.645167752,152.9661679,LTE,-82.43735465,-93.09744517,-88.18484653,Unknown
2025-09-15 11:04:30,Phulwari Sharif,25.45839977,85.23059474,-85.3942985,6.864010480460925,6.632423937,52.34829834,4G,-88.73146481,-91.70413042,-87.89750649,Unknown
2025-09-15 14:11:42,Gardanibagh,25.59165725,85.16923764,-93.82000122,43.78640341465611,95.97126815,16.18688564,5G,-92.58667571,-101.4488147,-94.75369882,Unknown
2025-09-15 17:18:54,Boring Canal Road,25.64130468,85.11060159,-84.30197093,52.305479498024546,2.580027118,169.0560232,3G,0.0,0.0,0.0,Unknown
2025-09-15 20:26:06,Kankarbagh,25.76176493,85.07611511,-94.48261117,11.993787369537067,99.94181496,32.23226326,5G,-94.75050999,-102.9183369,-96.7594757,Unknown
2025-09-15 23:33:18,Anisabad,25.65671208,85.19681774,-92.13762674,23.366167846333497,9.194988496,76.51325663,4G,-92.72730513,-100.1151995,-91.70306019,Unknown
2025-09-15 23:33:18,Kankarbagh,25.48793891,85.28235232,-79.60918143,81.92517998280583,4.901808797,69.9143692,4G,-83.69218808,-87.92732911,-79.47406628,Unknown
2025-09-15 23:33:18,Pataliputra,25.62345373,85.28280417,-92.60148378,69.6904644782398,8.585925255,62.94913258,4G,-91.71594149,-97.6898312,-90.29628991,Unknown
2025-09-15 23:33:18,Bankipore,25.62730572,85.1284644,-91.98387619,95.75627789317662,2.93820526,188.3785885,LTE,-87.70635335,-97.00933707,-93.94050469,Unknown
2025-09-15 23:33:18,Fraser Road,25.64360237,85.09598789,-85.50434469,85.47478907250658,2.704387067,103.5422368,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:33:18,Bailey Road,25.42838935,85.14265496,-86.37002093,69.17523070539234,2.142637884,166.211201,LTE,-85.93223185,-92.04755652,-84.96656141,Unknown
2025-09-15 23:33:18,Anandpuri,25.42204582,85.17552553,-94.82052725,82.29345540757451,84.32350755,15.1547947,5G,-96.46933871,-101.102986,-96.85596787,Unknown
2025-09-15 23:33:18,Gardanibagh,25.58070625,85.20059391,-92.30988823,50.05419811958015,40.76849494,35.30487573,5G,-87.98960717,-101.7973396,-89.6865173,Unknown
2025-09-15 23:33:18,Gardanibagh,25.490983,85.23012025,-84.85613785,58.48015631446608,1.044247103,132.3610219,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:33:18,Bailey Road,25.51040384,85.01525476,-104.2338622,85.24505971851733,38.86684664,38.9769069,5G,-101.7754921,-113.2320665,-102.0251253,Unknown
2025-09-15 23:33:18,Rajendra Nagar,25.55015522,85.29186456,-92.26667765,51.4105225438005,2.841695696,161.6650315,LTE,-89.30130474,-99.85906589,-94.56282852,Unknown
2025-09-15 23:33:18,Kankarbagh,25.47666514,85.22804933,-102.9195141,3.0385976542969706,72.54836975,44.40489589,5G,-100.1210042,-112.72142,-103.0364724,Unknown
2025-09-15 00:59:48,Boring Road,25.74072996,85.22124668,-82.71875603,25.673075419169468,1.157156994,139.6923276,3G,0.0,0.0,0.0,Unknown
2025-09-15 04:07:00,S.K. Puri,25.6843019,85.09870188,-86.41922712,51.372932696479644,1.678900385,181.4825114,LTE,-90.61807866,-91.94514384,-86.13367286,Unknown
2025-09-15 07:14:12,Exhibition Road,25.70800837,85.16965724,-87.45931279,30.6181003264684,2.110727102,171.9201778,LTE,-90.17476538,-92.47764321,-84.61055382,Unknown
2025-09-15 10:21:30,Exhibition Road,25.4844918,85.06990191,-90.4215677,48.63908550830549,9.113962667,95.0350932,4G,-91.20435843,-99.03742872,-89.86746573,Unknown
2025-09-15 13:28:42,Rajendra Nagar,25.55048731,85.15577249,-82.87668315,39.180454319437466,9.095249309,72.26526275,4G,-82.72850961,-91.0805163,-82.31897804,Unknown
2025-09-15 16:35:54,Ashok Rajpath,25.49604166,85.17029586,-91.03700177,44.23861208008356,1.497428545,161.7144987,LTE,-88.9692296,-100.2017922,-93.03128647,Unknown
2025-09-15 19:43:06,Bankipore,25.56805733,85.10611863,-88.83156539,31.453786017738427,50.69791255,47.3550007,5G,-90.67000434,-96.29539135,-91.58212824,Unknown
2025-09-15 22:50:18,Fraser Road,25.6745762,85.26870673,-84.17029254,89.37868085631808,1.887500439,186.8142254,3G,0.0,0.0,0.0,Unknown
2025-09-15 22:50:18,Bailey Road,25.54889205,85.06745431,-86.95214061,17.09622902037107,2.333943034,157.7185237,3G,0.0,0.0,0.0,Unknown
2025-09-15 22:50:18,S.K. Puri,25.71690623,85.01917636,-88.55121736,66.91054512157154,20.81881498,31.77956392,5G,-93.49363075,-96.92828821,-89.35244815,Unknown
2025-09-15 22:50:18,Anisabad,25.7203341,85.09787672,-91.0455997,97.46517089951276,6.354273143,51.28210329,4G,-92.63312142,-99.14462161,-91.65266301,Unknown
2025-09-15 22:50:18,Phulwari Sharif,25.75485769,85.2015611,-89.1925547,75.94244204530021,1.332663215,161.7351757,3G,0.0,0.0,0.0,Unknown
2025-09-15 22:50:18,Kumhrar,25.71255761,85.23174342,-90.38098031,35.99580257574488,4.296599126,95.88762446,4G,-91.13570606,-99.9457855,-88.48648845,Unknown
2025-09-15 22:50:18,Rajendra Nagar,25.49095563,85.2733317,-93.42909768,17.79552746604104,8.123706473,92.55871304,4G,-91.71485098,-99.3814478,-91.82916087,Unknown
2025-09-15 22:50:18,Fraser Road,25.58789406,85.28099218,-88.17489881,32.455715973347274,2.18895267,149.6766859,3G,0.0,0.0,0.0,Unknown
2025-09-15 22:50:18,S.K. Puri,25.61832403,84.96832891,-92.32672366,68.05106059195985,1.453312804,135.4996306,LTE,-96.63248523,-99.7314247,-94.92104827,Unknown
2025-09-15 22:50:18,Phulwari Sharif,25.44415655,85.170913,-94.05902692,51.15587618317286,2.160950013,108.8767394,LTE,-89.44236956,-100.8842267,-92.53,Unknown
2025-09-15 22:50:18,Gandhi Maidan,25.50157771,85.04670764,-88.29928463,22.12569519495211,7.259404889,75.34192159,4G,-91.70624442,-97.98373947,-90.59339046,Unknown
2025-09-15 22:50:18,Danapur,25.42183139,85.14088711,-88.65736804,99.69593518094571,6.966027535,69.55213815,4G,-88.64583805,-96.67147415,-88.41897233,Unknown
2025-09-15 00:16:48,Kidwaipuri,25.43955091,85.0586534,-77.60536709,19.893959458063158,2.529619602,117.4838627,3G,0.0,0.0,0.0,Unknown
2025-09-15 03:24:00,Exhibition Road,25.47538118,85.18502597,-91.20056114,42.46142924778996,2.702897275,100.0332506,LTE,-96.02368304,-98.18779532,-92.01177182,Unknown
2025-09-15 06:31:12,Anandpuri,25.5737956,85.08420981,-83.91531145,63.97816720264553,1.45778921,123.2645539,LTE,-86.70728515,-93.04654847,-82.98096941,Unknown
2025-09-15 09:38:24,Ashok Rajpath,25.53678435,85.16977848,-84.60687974,14.4726299155301,4.818692461,88.01449116,4G,-88.23578268,-91.93032908,-86.3156685,Unknown
2025-09-15 12:45:42,Danapur,25.54275654,85.06531043,-101.8595057,58.45094004188912,51.35020916,41.40066175,5G,-97.93865883,-107.0828323,-100.1380854,Unknown
2025-09-15 15:52:54,Boring Road,25.43272611,85.1893398,-89.84068419,56.00073660454158,1.300338002,173.7433769,3G,0.0,0.0,0.0,Unknown
2025-09-15 19:00:06,Pataliputra,25.53673129,85.21687169,-100.3833047,89.18476298085261,59.46544393,43.22137826,5G,-104.6961763,-108.2618202,-102.8875987,Unknown
2025-09-15 22:07:18,Gandhi Maidan,25.51954989,85.29046675,-97.11452333,85.01991520488501,1.585644073,197.9970329,LTE,-96.09570744,-104.20241,-95.62608426,Unknown
2025-09-15 22:07:18,S.K. Puri,25.61433941,85.13663475,-88.78349532,12.315427489066588,8.925600371,95.94632668,4G,-91.26108512,-95.00828567,-89.02025833,Unknown
2025-09-15 22:07:18,Boring Canal Road,25.6573561,84.99817029,-93.6705076,59.02991662889229,53.95547171,16.02704431,5G,-95.24667124,-101.6034254,-92.12139753,Unknown
2025-09-15 22:07:18,Pataliputra,25.50161514,84.99668892,-79.99028649,56.89676440173563,2.231970901,118.8024735,3G,0.0,0.0,0.0,Unknown
2025-09-15 22:07:18,Boring Road,25.65507162,85.22029899,-93.02664235,67.26826116561408,52.32871487,30.08200854,5G,-96.77950178,-101.0997629,-92.16645127,Unknown
2025-09-15 22:07:18,Fraser Road,25.51607436,85.04042659,-90.87896121,98.58947536688699,2.405886882,105.280396,LTE,-91.01298459,-97.88211639,-90.26608735,Unknown
2025-09-15 22:07:18,Anandpuri,25.60835341,85.0949815,-96.58410881,63.723464858384716,99.85127603,47.32453325,5G,-95.15845681,-104.4778685,-95.76704462,Unknown
2025-09-15 22:07:18,Gandhi Maidan,25.46506129,85.06039746,-89.43645501,21.80051088299576,5.091079015,97.03396226,4G,-91.84348742,-97.28817095,-87.20007351,Unknown
2025-09-15 22:07:18,Phulwari Sharif,25.54169399,85.17626392,-97.07375746,24.799741157392617,2.313910313,195.6614621,LTE,-101.3841773,-106.7884839,-98.38063501,Unknown
2025-09-15 22:07:18,Anisabad,25.48291241,85.20709278,-95.7541781,36.31092080341142,75.92038587,31.93282335,5G,-99.47429602,-101.3435,-96.39349102,Unknown
2025-09-15 22:07:18,Rajendra Nagar,25.6048948,85.20664528,-90.94799668,99.84736298322015,3.621881716,84.18770528,4G,-90.4969414,-96.04541257,-92.58353971,Unknown
2025-09-15 22:07:18,Bankipore,25.43246496,85.17892521,-98.55380052,89.99048838324882,56.12523839,42.25614469,5G,-98.96140174,-108.2940176,-96.83613132,Unknown
2025-09-15 22:07:18,Anisabad,25.56349209,85.1834621,-89.70491957,27.755626128494825,2.077403596,149.7812508,LTE,-93.65018257,-96.42101904,-87.7723006,Unknown
2025-09-15 02:41:00,Danapur,25.53871436,85.08970743,-85.79664051,47.33058179899381,2.967042945,114.0711528,3G,0.0,0.0,0.0,Unknown
2025-09-15 05:48:12,Pataliputra,25.69621051,85.1357252,-88.06629805,20.666953406383115,5.992427815,58.11167029,4G,-92.94022285,-95.26751963,-87.90190031,Unknown
2025-09-15 08:55:24,Kumhrar,25.53727631,85.27106724,-84.81202181,10.194803106595407,1.670416095,117.3761593,LTE,-82.69188161,-90.68213075,-87.20819694,Unknown
2025-09-15 12:02:36,Exhibition Road,25.71537935,85.23332479,-95.11434031,70.65874752575908,71.7694477,12.78564593,5G,-98.36552594,-100.835654,-96.75126297,Unknown
2025-09-15 15:09:54,Boring Canal Road,25.6292529,85.11166889,-93.63651103,66.64534949297423,60.43965679,14.43957877,5G,-94.16595559,-101.3347197,-91.44912938,Unknown
2025-09-15 18:17:06,Boring Canal Road,25.75766443,85.11881244,-87.39847285,52.80913202255482,8.086696944,65.23755477,4G,-84.1045262,-95.99086685,-85.16194981,Unknown
2025-09-15 21:24:18,Patliputra Colony,25.71478792,85.02029445,-82.29259233,9.181094873318562,1.370660359,107.8969162,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:24:18,Kankarbagh,25.61610915,85.11373098,-89.14219666,89.4882944071861,9.152852302,78.5886176,4G,-88.96773315,-96.99005961,-90.24051714,Unknown
2025-09-15 21:24:18,Rajendra Nagar,25.60056943,85.2024887,-81.31622913,14.057497603451896,2.901062105,160.0651067,LTE,-78.88028997,-88.78489883,-80.51160494,Unknown
2025-09-15 21:24:18,Ashok Rajpath,25.475462,85.15693454,-85.52765744,84.29875415198136,2.033145257,100.5505799,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:24:18,Patliputra Colony,25.69079035,85.19651214,-84.60358984,22.755878340705525,2.759725355,157.4779554,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:24:18,Anisabad,25.57481023,85.04163503,-84.67753186,64.76683458718088,2.642396565,100.1565105,LTE,-83.31351816,-94.42185495,-86.13188854,Unknown
2025-09-15 21:24:18,Kankarbagh,25.46133584,85.21875694,-88.27119723,65.01251902260609,2.187321582,101.0131184,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:24:18,Danapur,25.49687152,85.14617449,-80.76720286,72.87522165584078,1.798737497,191.0134637,3G,0.0,0.0,0.0,Unknown
2025-09-15 21:24:18,Kankarbagh,25.54463272,85.244696,-90.31308266,98.8823005118004,2.051625198,151.1681387,LTE,-93.65679918,-97.0843801,-93.04441195,Unknown
2025-09-15 21:24:18,Pataliputra,25.62302961,85.18821531,-91.38243806,78.45402388641702,6.399127898,51.37683599,4G,-91.32788688,-96.56235102,-92.07719778,Unknown
2025-09-15 21:24:18,Patliputra Colony,25.5523205,85.10439583,-96.15866608,7.391740082050202,5.38270973,77.07038037,4G,-99.61721565,-103.3901087,-95.9084372,Unknown
2025-09-15 21:24:18,Anandpuri,25.62249227,85.07392712,-95.94510812,40.335771231479434,1.803557601,199.3848389,LTE,-92.1419605,-102.8280783,-95.52884395,Unknown
2025-09-15 21:24:18,Anandpuri,25.44630281,85.09027242,-86.99645624,93.45058207932598,2.754181162,194.4042094,3G,0.0,0.0,0.0,Unknown
2025-09-15 01:58:00,Kankarbagh,25.68475962,85.03551551,-86.50732228,57.07202034702228,6.19185493,72.17279182,4G,-85.48615242,-93.55028848,-84.66778622,Unknown
2025-09-15 05:05:12,Exhibition Road,25.72139463,85.07412697,-81.04102784,58.86947696688386,2.288940554,181.9797805,LTE,-82.70695462,-87.37577189,-80.86955918,Unknown
2025-09-15 08:12:24,Bailey Road,25.60884073,84.99252394,-88.15971757,90.03940807412546,2.400068546,110.440413,LTE,-89.16871569,-94.54397014,-89.47771081,Unknown
2025-09-15 11:19:36,Gardanibagh,25.57711757,85.07126743,-93.99211935,82.75345696201765,1.562008998,180.3482743,LTE,-89.69983881,-101.9666059,-91.55545334,Unknown
2025-09-15 14:26:54,Anisabad,25.49075348,85.07572064,-93.05372536,25.359381364904333,2.109314696,163.7090837,LTE,-92.79094076,-100.7378618,-94.64580471,Unknown
2025-09-15 17:34:06,Bailey Road,25.46761853,85.05339119,-87.57534982,79.82782633658263,1.203784776,136.0233919,3G,0.0,0.0,0.0,Unknown
2025-09-15 20:41:18,Anandpuri,25.71633659,85.08024013,-81.62323669,67.50828462101,2.407714183,100.436327,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:48:30,Bankipore,25.69797652,85.10869081,-90.29213392,5.642354877310907,1.221955049,163.4424145,LTE,-87.58432774,-100.2777277,-88.13839381,Unknown
2025-09-15 23:48:30,Kidwaipuri,25.65793638,85.21149341,-89.44140716,81.59979359061609,21.31518421,39.48386202,5G,-84.69548905,-99.18041402,-88.34824388,Unknown
2025-09-15 23:48:30,Pataliputra,25.73769711,85.08978857,-107.8116683,21.5656107233699,57.78439106,33.805267,5G,-112.7124301,-115.4911925,-105.0306728,Unknown
2025-09-15 23:48:30,Ashok Rajpath,25.53560512,85.24075494,-85.57308329,13.72484666378596,2.546283748,151.7960528,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:48:30,Kumhrar,25.65069761,85.09618269,-87.22940279,78.38773545936395,1.968154139,174.7444407,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:48:30,Rajendra Nagar,25.62182009,84.99856976,-87.39100841,17.452861840932865,1.55247465,198.1653324,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:48:30,Boring Canal Road,25.53923593,84.99878318,-94.35632046,23.915920578922222,9.705538847,76.4829862,4G,-96.93738752,-101.8533026,-93.27859847,Unknown
2025-09-15 23:48:30,Phulwari Sharif,25.70715135,85.22980767,-90.6232859,63.01833873038475,2.902859621,199.4819294,LTE,-88.50605784,-95.71756724,-90.20604722,Unknown
2025-09-15 23:48:30,Bankipore,25.52260743,85.14804998,-94.22988477,20.113668550771624,1.916469301,178.1348841,LTE,-89.62820692,-100.4119894,-92.09864286,Unknown
2025-09-15 23:48:30,Rajendra Nagar,25.56363065,85.14127616,-87.24943422,32.4231675290115,1.000885563,190.1383097,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:48:30,S.K. Puri,25.49421789,85.08762015,-94.84468772,47.278002341485205,4.34115062,95.91195433,4G,-98.82665089,-102.3148982,-96.51957102,Unknown
2025-09-15 23:48:30,Boring Road,25.53242154,85.166575,-91.3461794,45.021586927286315,95.18108618,45.7023291,5G,-92.15169947,-97.44435189,-91.488165,Unknown
2025-09-15 01:15:00,Bailey Road,25.61702364,84.98613606,-93.80871523,61.20751666030022,2.751766167,153.9094553,LTE,-95.98399096,-101.6825743,-96.58328868,Unknown
2025-09-15 04:22:12,Boring Road,25.586653,84.9914685,-83.7320348,26.201372009501224,2.518137879,160.9631012,3G,0.0,0.0,0.0,Unknown
2025-09-15 07:29:24,Phulwari Sharif,25.66923069,85.26897517,-103.7419083,99.97859295765659,66.55906427,29.27469917,5G,-105.1248057,-108.9958651,-102.9489513,Unknown
2025-09-15 10:36:36,Phulwari Sharif,25.69314647,85.02043053,-84.60071879,67.61976865972763,1.061715809,105.18953,3G,0.0,0.0,0.0,Unknown
2025-09-15 13:43:48,Boring Road,25.60923078,85.11342237,-88.05548924,44.99160531961889,2.686556182,109.7514326,LTE,-87.4656829,-95.55004984,-86.81833014,Unknown
2025-09-15 16:51:06,Pataliputra,25.43174356,85.13605401,-85.00841617,73.67744805630659,1.500935798,162.48741,LTE,-84.29095634,-90.84426428,-82.5718938,Unknown
2025-09-15 19:58:18,Danapur,25.53897052,85.20788974,-82.74662419,20.80318491902594,5.3271931,52.82928281,4G,-84.00741372,-88.02438128,-81.89621781,Unknown
2025-09-15 23:05:30,Anisabad,25.63281464,85.26912925,-86.97229647,85.4895615814534,1.795224757,126.4276263,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:05:30,Fraser Road,25.44939229,85.17667766,-101.4979062,19.1775007245381,11.35996158,48.60061478,5G,-103.9889757,-108.1177747,-100.258127,Unknown
2025-09-15 23:05:30,Gandhi Maidan,25.48257977,85.02579244,-86.68107033,60.72808767463723,7.760783198,70.40758454,4G,-91.52712141,-93.76644004,-88.16246109,Unknown
2025-09-15 23:05:30,Gardanibagh,25.43681077,85.20681694,-94.72989637,96.989566590504,49.4546482,49.85049146,5G,-97.43817686,-101.9955165,-93.70584322,Unknown
2025-09-15 23:05:30,Danapur,25.47916056,85.05969481,-84.61333671,27.58654995397254,9.660434971,91.92459169,4G,-81.56243352,-90.49841768,-82.01707366,Unknown
2025-09-15 23:05:30,Kidwaipuri,25.73810537,85.05274925,-81.6791057,63.43846248344312,1.908690846,163.0247219,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:05:30,Bankipore,25.48146874,85.15943375,-87.43525335,0.7708741532259866,2.854221258,110.5393218,LTE,-84.79084607,-95.38689808,-86.50421106,Unknown
2025-09-15 23:05:30,Pataliputra,25.59412706,85.2376185,-96.49171032,74.05352773234806,2.485061666,107.6635806,LTE,-92.7653523,-102.3511262,-98.19534963,Unknown
2025-09-15 23:05:30,Phulwari Sharif,25.52031318,84.98831235,-83.9397074,96.45399561315232,1.68956284,146.1843481,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:05:30,Boring Road,25.51962605,85.24684523,-92.83831942,15.01011489288625,3.737418391,61.11806524,4G,-92.64607371,-99.799556,-94.36620553,Unknown
2025-09-15 23:05:30,Bailey Road,25.47587389,85.07697723,-88.77551473,23.618170087670443,2.065008133,111.5394642,3G,0.0,0.0,0.0,Unknown
2025-09-15 23:05:30,Kankarbagh,25.54749882,85.14520467,-96.31278117,24.337000212607595,74.31771474,45.2625382,5G,-93.99961597,-102.8264041,-94.7969514,Unknown
2025-09-15 00:32:00,Gandhi Maidan,25.61896646,85.22953134,-88.54373189,18.720379496113317,2.754700906,138.9404939,LTE,-88.12612224,-93.70340283,-91.14434352,Unknown
2025-09-15 03:39:12,Kankarbagh,25.57323007,85.01695688,-87.67426992,1.1558819059845016,5.65458576,91.56838531,4G,-84.25101488,-95.80806414,-86.88233784,Unknown
